transaction_id,account_id,txn_type,amount,related_account_id,status,created_at
857,813,TRANSFER,4656.8,626.0,COMPLETED,2024-11-17 17:06:24
858,623,DEPOSIT,2367.68,,COMPLETED,2024-02-27 19:12:49
859,962,WITHDRAWAL,462.85,,COMPLETED,2024-09-05 12:47:05
860,361,PAYMENT,1050.95,,COMPLETED,2025-04-11 02:04:02
861,61,TRANSFER,4590.64,612.0,COMPLETED,2023-07-08 10:07:03
862,506,WITHDRAWAL,1404.68,,COMPLETED,2024-08-25 00:15:47
863,977,DEPOSIT,1311.56,,COMPLETED,2023-10-18 02:15:06
864,599,DEPOSIT,3715.56,,COMPLETED,2023-06-21 22:42:18
865,942,DEPOSIT,1995.14,,COMPLETED,2023-12-22 00:44:40
866,835,DEPOSIT,2956.68,,COMPLETED,2023-06-03 21:53:55
867,796,WITHDRAWAL,2427.35,,COMPLETED,2023-05-22 12:24:35
868,972,DEPOSIT,966.18,,COMPLETED,2024-08-16 16:21:04
869,717,DEPOSIT,3383.37,,COMPLETED,2023-10-19 19:26:59
870,21,DEPOSIT,627.56,,COMPLETED,2024-04-07 18:05:28
871,568,WITHDRAWAL,1227.17,,COMPLETED,2024-02-29 12:03:42
872,890,TRANSFER,2459.28,733.0,COMPLETED,2024-06-17 07:49:05
873,731,WITHDRAWAL,2027.93,,COMPLETED,2024-01-09 13:12:52
874,470,PAYMENT,184.39,,COMPLETED,2024-10-12 21:58:26
875,234,DEPOSIT,128.63,,FAILED,2023-07-24 22:28:20
876,34,DEPOSIT,3260.68,,COMPLETED,2023-08-24 12:26:34
877,518,PAYMENT,1717.8,,COMPLETED,2025-04-17 03:49:54
878,110,WITHDRAWAL,1401.01,,COMPLETED,2025-01-17 15:46:37
879,26,DEPOSIT,4516.96,,COMPLETED,2023-11-29 05:29:32
880,529,REFUND,238.39,,COMPLETED,2023-10-02 09:13:16
881,694,DEPOSIT,1509.42,,COMPLETED,2024-10-13 03:09:50
882,466,DEPOSIT,88.98,,COMPLETED,2025-01-12 23:47:22
883,848,WITHDRAWAL,1258.74,,COMPLETED,2023-10-10 13:12:51
884,685,TRANSFER,2793.81,349.0,COMPLETED,2023-10-03 23:35:42
885,476,WITHDRAWAL,1781.3,,COMPLETED,2024-05-19 16:54:39
886,805,PAYMENT,1736.59,,COMPLETED,2024-11-14 08:59:55
887,82,WITHDRAWAL,1277.57,,COMPLETED,2023-01-06 01:58:55
888,86,DEPOSIT,3259.09,,COMPLETED,2025-04-22 05:29:13
889,146,WITHDRAWAL,2818.11,,COMPLETED,2023-02-19 13:19:51
890,826,WITHDRAWAL,500.77,,COMPLETED,2024-01-02 06:34:20
891,560,WITHDRAWAL,711.67,,COMPLETED,2024-08-01 15:07:35
892,812,WITHDRAWAL,1814.26,,COMPLETED,2023-05-06 09:03:39
893,781,WITHDRAWAL,2651.86,,COMPLETED,2024-02-14 08:57:23
894,463,REFUND,417.37,,COMPLETED,2023-09-03 16:33:14
895,879,WITHDRAWAL,1427.53,,FAILED,2025-01-03 09:44:06
896,195,TRANSFER,1448.16,897.0,COMPLETED,2023-07-01 04:23:25
897,575,DEPOSIT,1037.45,,COMPLETED,2024-08-16 04:49:21
898,128,PAYMENT,1886.68,,COMPLETED,2023-08-18 07:30:15
899,287,DEPOSIT,282.89,,COMPLETED,2025-01-15 23:11:33
900,317,WITHDRAWAL,492.64,,COMPLETED,2023-01-22 05:11:35
901,599,DEPOSIT,365.14,,COMPLETED,2024-01-19 00:55:27
902,732,DEPOSIT,2831.81,,COMPLETED,2023-12-09 15:15:56
903,407,PAYMENT,1541.05,,COMPLETED,2024-05-15 00:41:52
904,661,DEPOSIT,798.33,,COMPLETED,2024-10-24 03:49:14
905,613,TRANSFER,565.5,65.0,PENDING,2024-12-15 12:53:38
906,520,PAYMENT,1925.67,,COMPLETED,2024-07-07 07:55:14
907,134,PAYMENT,1223.22,,COMPLETED,2024-01-30 07:58:41
908,129,PAYMENT,93.52,,COMPLETED,2023-09-03 11:18:02
909,746,DEPOSIT,1066.66,,COMPLETED,2023-03-08 16:28:34
910,869,DEPOSIT,2235.51,,COMPLETED,2023-05-24 17:37:39
911,875,PAYMENT,317.05,,COMPLETED,2024-10-09 16:08:53
912,983,DEPOSIT,4250.55,,COMPLETED,2025-04-23 13:53:25
913,494,PAYMENT,23.11,,COMPLETED,2024-06-15 06:35:15
914,565,WITHDRAWAL,1524.97,,COMPLETED,2025-05-03 00:47:00
915,445,TRANSFER,2104.29,746.0,COMPLETED,2025-04-28 06:00:41
916,185,PAYMENT,1064.0,,COMPLETED,2024-11-30 23:31:32
917,171,PAYMENT,832.68,,COMPLETED,2023-12-16 11:54:54
918,546,REFUND,260.5,,COMPLETED,2025-05-09 22:04:14
919,39,WITHDRAWAL,2315.05,,COMPLETED,2024-09-25 00:19:55
920,615,PAYMENT,178.71,,COMPLETED,2023-08-12 20:41:27
921,924,DEPOSIT,354.27,,COMPLETED,2025-06-03 06:55:31
922,785,PAYMENT,310.39,,COMPLETED,2024-06-09 03:48:11
923,748,REFUND,400.54,,COMPLETED,2023-02-23 03:32:56
924,355,WITHDRAWAL,2659.63,,COMPLETED,2023-02-20 06:41:15
925,366,TRANSFER,1602.79,412.0,COMPLETED,2023-11-04 01:14:50
926,337,PAYMENT,1224.7,,COMPLETED,2024-04-26 22:54:33
927,481,WITHDRAWAL,631.3,,COMPLETED,2024-01-28 13:25:35
928,945,TRANSFER,2238.61,412.0,COMPLETED,2023-09-12 16:11:47
929,935,TRANSFER,3888.23,362.0,COMPLETED,2024-02-27 18:27:57
930,638,WITHDRAWAL,2180.79,,COMPLETED,2025-02-28 05:47:34
931,157,WITHDRAWAL,1631.55,,COMPLETED,2023-03-08 07:03:15
932,609,TRANSFER,2630.61,909.0,COMPLETED,2025-05-25 13:15:07
933,27,DEPOSIT,3993.16,,COMPLETED,2024-10-18 06:35:01
934,296,PAYMENT,614.84,,COMPLETED,2025-01-08 13:58:38
935,601,DEPOSIT,346.73,,COMPLETED,2025-02-22 01:26:02
936,743,WITHDRAWAL,388.96,,COMPLETED,2024-06-12 11:14:16
937,155,WITHDRAWAL,1725.86,,COMPLETED,2024-05-29 09:11:27
938,406,REFUND,403.67,,FAILED,2024-05-18 09:43:46
939,671,TRANSFER,4690.82,791.0,COMPLETED,2024-01-28 16:22:07
940,706,DEPOSIT,1531.05,,COMPLETED,2023-10-21 17:55:00
941,979,TRANSFER,3378.55,850.0,COMPLETED,2024-05-04 17:46:01
942,882,DEPOSIT,1672.84,,COMPLETED,2024-08-14 23:29:40
943,988,PAYMENT,914.08,,COMPLETED,2024-05-13 18:43:37
944,506,PAYMENT,173.07,,COMPLETED,2025-01-02 07:26:02
945,162,WITHDRAWAL,1349.57,,COMPLETED,2024-09-09 20:30:57
946,624,WITHDRAWAL,1685.73,,COMPLETED,2023-05-06 20:36:52
947,321,TRANSFER,3200.48,525.0,COMPLETED,2024-11-20 20:03:21
948,583,TRANSFER,2113.77,196.0,COMPLETED,2025-02-19 04:04:38
949,158,WITHDRAWAL,1383.98,,PENDING,2024-09-18 12:42:00
950,611,PAYMENT,244.94,,COMPLETED,2024-10-24 04:42:30
951,564,DEPOSIT,826.36,,COMPLETED,2025-05-07 15:37:54
952,148,TRANSFER,2072.67,152.0,COMPLETED,2023-11-20 15:52:53
953,348,DEPOSIT,808.86,,COMPLETED,2024-11-23 08:12:18
954,447,WITHDRAWAL,1468.06,,COMPLETED,2024-10-31 13:21:46
955,175,PAYMENT,849.3,,PENDING,2023-07-12 11:20:05
956,367,PAYMENT,439.01,,COMPLETED,2023-10-15 20:31:42
957,581,DEPOSIT,2760.31,,COMPLETED,2023-07-24 00:04:47
958,57,WITHDRAWAL,1727.72,,COMPLETED,2023-11-21 12:49:49
959,403,PAYMENT,955.7,,COMPLETED,2023-06-28 06:58:38
960,719,DEPOSIT,735.69,,COMPLETED,2025-05-20 09:49:01
961,912,WITHDRAWAL,1358.24,,COMPLETED,2023-08-21 02:05:28
962,390,DEPOSIT,3142.61,,COMPLETED,2024-06-24 20:10:39
963,460,DEPOSIT,2007.22,,COMPLETED,2025-04-15 16:22:39
964,796,PAYMENT,1474.47,,COMPLETED,2023-05-06 16:21:52
965,200,TRANSFER,2881.37,957.0,COMPLETED,2024-07-29 10:44:02
966,371,TRANSFER,662.72,665.0,COMPLETED,2024-01-18 21:19:27
967,733,WITHDRAWAL,2277.69,,PENDING,2024-12-23 05:37:03
968,620,DEPOSIT,2405.39,,COMPLETED,2024-12-16 02:16:40
969,150,TRANSFER,2682.7,22.0,COMPLETED,2025-01-15 04:19:38
970,253,DEPOSIT,3542.81,,COMPLETED,2023-02-24 00:23:52
971,528,DEPOSIT,2691.04,,COMPLETED,2025-06-05 17:17:05
972,698,DEPOSIT,4316.77,,COMPLETED,2023-12-01 15:11:33
973,519,DEPOSIT,169.08,,COMPLETED,2024-05-21 21:07:35
974,455,DEPOSIT,617.49,,COMPLETED,2025-06-11 02:33:12
975,205,DEPOSIT,954.21,,COMPLETED,2025-05-09 23:17:12
976,187,WITHDRAWAL,1233.68,,COMPLETED,2025-02-21 06:43:52
977,729,REFUND,94.82,,COMPLETED,2023-10-21 01:18:48
978,359,WITHDRAWAL,973.72,,COMPLETED,2024-04-27 18:33:25
979,388,DEPOSIT,4710.81,,COMPLETED,2023-09-11 06:01:43
980,68,DEPOSIT,3773.06,,COMPLETED,2023-10-27 01:00:54
981,586,WITHDRAWAL,1523.18,,PENDING,2023-03-02 03:07:20
982,326,DEPOSIT,2350.88,,COMPLETED,2023-03-09 16:40:57
983,576,DEPOSIT,3186.03,,PENDING,2023-03-24 13:27:15
984,22,DEPOSIT,4819.2,,COMPLETED,2024-05-15 05:28:55
985,301,PAYMENT,1306.59,,COMPLETED,2023-04-11 15:39:00
986,673,WITHDRAWAL,270.05,,COMPLETED,2023-05-22 18:26:49
987,249,PAYMENT,293.31,,COMPLETED,2024-04-05 02:18:42
988,205,PAYMENT,1079.7,,COMPLETED,2025-02-01 22:21:13
989,659,WITHDRAWAL,22.98,,COMPLETED,2024-05-29 05:41:18
990,735,DEPOSIT,4861.8,,COMPLETED,2024-02-24 17:28:47
991,574,DEPOSIT,1291.9,,COMPLETED,2024-08-05 13:20:30
992,419,PAYMENT,433.38,,COMPLETED,2023-06-21 00:50:37
993,339,DEPOSIT,3708.96,,COMPLETED,2023-03-07 11:35:20
994,361,DEPOSIT,3507.23,,COMPLETED,2024-09-04 19:43:42
995,865,TRANSFER,1433.32,514.0,COMPLETED,2025-01-02 17:01:12
996,600,REFUND,162.56,,COMPLETED,2024-02-22 06:44:20
997,409,TRANSFER,4899.22,840.0,COMPLETED,2025-03-07 20:42:24
998,300,TRANSFER,1642.11,258.0,COMPLETED,2025-06-09 22:29:43
999,711,WITHDRAWAL,2743.77,,COMPLETED,2023-05-17 09:01:23
1000,3,TRANSFER,71.18,12.0,COMPLETED,2023-10-24 01:33:17
1001,492,TRANSFER,3497.63,583.0,COMPLETED,2023-06-12 18:42:49
1002,639,DEPOSIT,4389.77,,COMPLETED,2024-05-30 09:36:42
1003,639,DEPOSIT,4168.82,,COMPLETED,2024-02-11 19:49:42
1004,798,DEPOSIT,4861.59,,COMPLETED,2024-11-30 21:03:07
1005,713,WITHDRAWAL,548.02,,COMPLETED,2024-10-24 13:19:04
1006,825,REFUND,66.76,,COMPLETED,2025-04-29 20:37:24
1007,238,WITHDRAWAL,680.13,,COMPLETED,2025-03-07 21:35:33
1008,338,TRANSFER,3560.53,236.0,COMPLETED,2023-12-26 17:07:34
1009,728,TRANSFER,4051.65,270.0,COMPLETED,2023-09-21 06:10:18
1010,587,REFUND,23.21,,COMPLETED,2024-07-12 19:49:27
1011,834,TRANSFER,1084.98,241.0,FAILED,2023-12-16 09:25:51
1012,755,WITHDRAWAL,2612.35,,COMPLETED,2023-01-08 15:35:56
1013,587,DEPOSIT,1009.16,,COMPLETED,2023-10-16 20:33:07
1014,798,TRANSFER,2847.44,87.0,COMPLETED,2023-05-15 20:14:33
1015,891,DEPOSIT,1335.14,,COMPLETED,2025-02-05 14:16:36
1016,278,PAYMENT,1460.51,,COMPLETED,2024-06-07 14:25:54
1017,805,DEPOSIT,4850.56,,COMPLETED,2024-11-18 22:18:58
1018,729,DEPOSIT,2822.57,,COMPLETED,2024-04-21 23:57:40
1019,508,TRANSFER,4718.22,68.0,COMPLETED,2024-08-08 15:17:15
1020,387,WITHDRAWAL,2985.42,,COMPLETED,2023-06-29 11:55:46
1021,807,WITHDRAWAL,1496.81,,COMPLETED,2025-01-06 02:04:05
1022,54,PAYMENT,456.85,,COMPLETED,2025-04-09 02:52:01
1023,499,WITHDRAWAL,962.4,,COMPLETED,2025-03-11 08:18:32
1024,400,DEPOSIT,2880.51,,COMPLETED,2024-10-02 13:18:20
1025,882,DEPOSIT,3463.27,,PENDING,2024-05-31 20:42:47
1026,304,DEPOSIT,1679.66,,COMPLETED,2023-06-19 04:58:26
1027,741,DEPOSIT,2425.83,,COMPLETED,2023-05-13 20:41:41
1028,703,PAYMENT,1870.77,,COMPLETED,2023-10-04 09:35:22
1029,302,DEPOSIT,1229.88,,COMPLETED,2023-04-01 09:40:41
1030,71,PAYMENT,1044.15,,COMPLETED,2024-04-22 22:42:27
1031,96,PAYMENT,1242.94,,COMPLETED,2025-04-26 06:24:52
1032,741,WITHDRAWAL,391.98,,FAILED,2023-02-05 08:23:18
1033,44,WITHDRAWAL,2672.45,,COMPLETED,2023-04-25 01:57:55
1034,936,DEPOSIT,4599.62,,COMPLETED,2023-11-09 06:33:55
1035,362,TRANSFER,2187.6,129.0,COMPLETED,2023-03-04 01:30:53
1036,664,DEPOSIT,4257.15,,COMPLETED,2025-02-19 00:26:14
1037,732,PAYMENT,473.89,,COMPLETED,2025-04-11 21:43:19
1038,784,TRANSFER,2294.39,553.0,COMPLETED,2024-08-12 17:13:26
1039,735,TRANSFER,1731.1,803.0,COMPLETED,2023-06-30 17:23:14
1040,538,WITHDRAWAL,1771.68,,COMPLETED,2023-05-27 07:21:52
1041,15,TRANSFER,384.35,947.0,COMPLETED,2025-06-06 22:32:31
1042,678,DEPOSIT,2569.05,,COMPLETED,2023-07-28 17:58:37
1043,573,TRANSFER,2250.89,297.0,COMPLETED,2025-04-04 05:03:43
1044,57,DEPOSIT,1592.75,,COMPLETED,2024-11-23 00:30:50
1045,773,PAYMENT,629.26,,COMPLETED,2023-01-25 10:58:57
1046,928,DEPOSIT,2374.14,,COMPLETED,2025-02-25 08:43:07
1047,351,WITHDRAWAL,44.08,,COMPLETED,2025-04-26 04:05:24
1048,805,DEPOSIT,1225.07,,COMPLETED,2023-04-21 07:21:34
1049,664,PAYMENT,849.9,,COMPLETED,2025-04-29 10:05:11
1050,246,TRANSFER,1046.24,92.0,COMPLETED,2023-01-23 18:42:55
1051,792,WITHDRAWAL,2081.69,,COMPLETED,2025-02-16 07:25:30
1052,821,WITHDRAWAL,1743.66,,PENDING,2025-02-04 08:27:40
1053,730,DEPOSIT,1676.66,,COMPLETED,2023-07-06 21:23:52
1054,946,PAYMENT,996.9,,PENDING,2023-02-14 02:18:14
1055,756,DEPOSIT,1189.86,,COMPLETED,2024-01-28 22:30:41
1056,293,WITHDRAWAL,2309.68,,COMPLETED,2023-06-27 23:30:20
1057,968,TRANSFER,1066.32,224.0,COMPLETED,2024-11-21 19:14:03
1058,7,WITHDRAWAL,239.72,,COMPLETED,2024-06-12 20:01:49
1059,144,DEPOSIT,2230.02,,COMPLETED,2023-04-22 16:27:32
1060,916,WITHDRAWAL,2926.42,,COMPLETED,2025-05-18 10:37:05
1061,342,DEPOSIT,4432.64,,COMPLETED,2024-03-30 00:08:54
1062,406,PAYMENT,499.47,,COMPLETED,2024-06-02 03:50:21
1063,215,PAYMENT,1822.19,,COMPLETED,2024-04-07 18:44:02
1064,804,DEPOSIT,3291.6,,COMPLETED,2023-05-26 22:38:09
1065,405,PAYMENT,617.09,,COMPLETED,2023-07-07 20:03:17
1066,971,WITHDRAWAL,530.65,,COMPLETED,2025-04-22 20:43:18
1067,959,REFUND,441.42,,COMPLETED,2024-10-25 14:45:56
1068,87,DEPOSIT,4419.48,,COMPLETED,2023-11-18 02:49:34
1069,232,DEPOSIT,1922.07,,COMPLETED,2025-06-10 20:10:08
1070,711,WITHDRAWAL,1915.71,,PENDING,2024-01-07 22:54:34
1071,914,TRANSFER,986.06,635.0,COMPLETED,2023-07-08 10:52:54
1072,182,WITHDRAWAL,178.71,,COMPLETED,2023-03-23 08:22:09
1073,157,PAYMENT,1937.08,,COMPLETED,2024-03-30 04:35:47
1074,257,TRANSFER,3934.09,949.0,COMPLETED,2024-03-04 06:27:33
1075,87,DEPOSIT,1971.17,,COMPLETED,2024-03-31 19:50:34
1076,898,WITHDRAWAL,1505.79,,COMPLETED,2025-04-26 15:03:42
1077,386,TRANSFER,2651.1,576.0,COMPLETED,2023-01-15 11:11:31
1078,588,WITHDRAWAL,1751.94,,COMPLETED,2023-12-07 12:08:47
1079,947,TRANSFER,231.19,267.0,COMPLETED,2024-01-12 07:58:48
1080,536,PAYMENT,797.84,,COMPLETED,2025-05-11 13:34:28
1081,450,TRANSFER,4680.72,447.0,COMPLETED,2023-03-31 15:49:11
1082,108,DEPOSIT,465.94,,COMPLETED,2023-11-19 21:52:44
1083,420,DEPOSIT,253.66,,COMPLETED,2023-10-05 17:50:49
1084,402,WITHDRAWAL,1413.3,,COMPLETED,2023-02-28 12:19:53
1085,965,WITHDRAWAL,833.6,,COMPLETED,2025-04-27 13:30:23
1086,526,DEPOSIT,3244.51,,COMPLETED,2024-08-07 04:38:51
1087,106,DEPOSIT,2533.74,,COMPLETED,2023-07-25 12:07:56
1088,102,PAYMENT,1853.95,,COMPLETED,2024-09-20 06:54:15
1089,95,WITHDRAWAL,1647.16,,COMPLETED,2024-08-05 18:54:12
1090,802,WITHDRAWAL,922.09,,COMPLETED,2024-12-26 21:52:59
1091,810,PAYMENT,389.38,,COMPLETED,2025-02-23 20:15:10
1092,171,REFUND,377.43,,COMPLETED,2023-01-15 04:50:20
1093,317,DEPOSIT,1532.4,,COMPLETED,2025-05-13 22:53:52
1094,936,REFUND,473.18,,COMPLETED,2024-10-15 17:56:39
1095,908,TRANSFER,2386.42,610.0,FAILED,2025-03-15 00:12:36
1096,182,PAYMENT,462.88,,COMPLETED,2023-02-10 15:37:32
1097,257,WITHDRAWAL,1557.16,,COMPLETED,2025-01-29 06:48:28
1098,908,WITHDRAWAL,2446.91,,COMPLETED,2023-06-08 21:54:53
1099,109,WITHDRAWAL,579.78,,COMPLETED,2023-01-09 07:25:37
1100,826,WITHDRAWAL,1327.27,,COMPLETED,2024-04-09 16:26:52
1101,39,WITHDRAWAL,1740.98,,COMPLETED,2023-05-06 15:17:55
1102,882,DEPOSIT,4061.49,,COMPLETED,2024-02-25 22:51:08
1103,406,DEPOSIT,2157.31,,COMPLETED,2023-02-04 22:27:30
1104,914,PAYMENT,1079.83,,COMPLETED,2024-06-18 04:46:52
1105,27,TRANSFER,209.43,173.0,COMPLETED,2023-07-08 00:05:22
1106,396,TRANSFER,4005.77,722.0,COMPLETED,2024-10-24 21:43:03
1107,465,REFUND,106.08,,COMPLETED,2023-09-20 14:29:26
1108,634,WITHDRAWAL,1434.84,,COMPLETED,2024-07-07 07:54:12
1109,536,TRANSFER,1558.0,209.0,COMPLETED,2025-01-07 15:10:59
1110,655,DEPOSIT,4141.05,,COMPLETED,2024-01-11 15:19:07
1111,34,DEPOSIT,393.98,,PENDING,2023-06-06 11:24:15
1112,342,DEPOSIT,1490.97,,COMPLETED,2024-04-09 15:58:03
1113,540,DEPOSIT,2616.73,,COMPLETED,2023-05-16 15:17:10
1114,488,WITHDRAWAL,2968.99,,COMPLETED,2024-12-26 05:42:57
1115,497,WITHDRAWAL,224.91,,PENDING,2024-08-22 03:01:57
1116,254,DEPOSIT,1068.1,,COMPLETED,2023-11-24 02:25:20
1117,842,TRANSFER,835.97,681.0,PENDING,2025-04-08 18:13:16
1118,696,DEPOSIT,3598.02,,COMPLETED,2024-12-05 18:07:01
1119,247,DEPOSIT,756.33,,COMPLETED,2023-01-27 20:41:33
1120,475,TRANSFER,1271.86,393.0,PENDING,2023-07-02 20:28:10
1121,584,WITHDRAWAL,1736.88,,COMPLETED,2023-12-28 16:10:55
1122,346,TRANSFER,4598.53,416.0,COMPLETED,2023-12-01 08:57:04
1123,846,PAYMENT,788.27,,COMPLETED,2025-01-23 22:00:10
1124,214,WITHDRAWAL,555.14,,COMPLETED,2024-07-11 05:37:45
1125,514,WITHDRAWAL,2734.28,,COMPLETED,2023-01-26 12:23:41
1126,674,DEPOSIT,3508.29,,COMPLETED,2023-01-24 03:26:56
1127,191,DEPOSIT,3159.01,,COMPLETED,2023-01-26 12:47:49
1128,90,TRANSFER,3625.93,266.0,PENDING,2024-02-26 13:40:55
1129,490,REFUND,278.65,,FAILED,2024-10-20 12:22:58
1130,100,PAYMENT,1013.75,,COMPLETED,2023-05-10 07:54:17
1131,487,WITHDRAWAL,773.24,,COMPLETED,2024-01-01 06:11:53
1132,550,DEPOSIT,3212.39,,COMPLETED,2024-04-28 08:52:07
1133,549,WITHDRAWAL,2242.95,,COMPLETED,2024-11-14 04:50:57
1134,472,DEPOSIT,1290.5,,COMPLETED,2024-10-09 09:07:42
1135,169,WITHDRAWAL,2251.05,,COMPLETED,2023-06-02 02:05:38
1136,91,DEPOSIT,3302.26,,COMPLETED,2023-03-31 16:52:41
1137,520,DEPOSIT,4111.11,,COMPLETED,2023-11-09 09:43:20
1138,208,PAYMENT,1217.91,,COMPLETED,2023-07-19 12:56:02
1139,155,WITHDRAWAL,1184.73,,COMPLETED,2024-01-12 05:09:41
1140,914,DEPOSIT,1402.6,,COMPLETED,2023-03-01 10:16:06
1141,217,DEPOSIT,220.5,,COMPLETED,2025-05-17 23:34:42
1142,264,WITHDRAWAL,162.31,,COMPLETED,2024-02-21 03:10:26
1143,621,TRANSFER,3596.23,130.0,COMPLETED,2024-01-07 21:48:44
1144,370,WITHDRAWAL,1802.65,,COMPLETED,2025-03-15 17:40:32
1145,450,PAYMENT,1858.35,,COMPLETED,2024-01-30 14:42:07
1146,293,DEPOSIT,129.39,,COMPLETED,2025-02-06 19:06:52
1147,17,WITHDRAWAL,592.61,,COMPLETED,2024-12-26 05:52:40
1148,269,REFUND,52.82,,COMPLETED,2023-01-01 15:31:04
1149,789,DEPOSIT,876.88,,COMPLETED,2024-03-02 17:08:22
1150,136,PAYMENT,652.13,,COMPLETED,2025-03-16 23:54:05
1151,740,DEPOSIT,2731.43,,PENDING,2023-08-19 03:33:08
1152,150,DEPOSIT,574.13,,COMPLETED,2023-10-17 07:08:07
1153,18,WITHDRAWAL,962.4,,COMPLETED,2024-04-28 19:51:39
1154,546,DEPOSIT,3306.91,,COMPLETED,2025-05-07 09:17:33
1155,739,WITHDRAWAL,220.65,,COMPLETED,2024-08-21 21:57:38
1156,362,PAYMENT,1004.16,,FAILED,2023-03-28 08:56:55
1157,847,WITHDRAWAL,2971.78,,COMPLETED,2024-03-17 13:12:28
1158,209,DEPOSIT,518.99,,COMPLETED,2025-01-14 15:44:43
1159,748,TRANSFER,3405.61,924.0,COMPLETED,2024-05-26 19:56:05
1160,398,DEPOSIT,3820.5,,COMPLETED,2023-04-23 17:54:44
1161,791,WITHDRAWAL,1018.61,,COMPLETED,2024-04-06 04:50:26
1162,694,WITHDRAWAL,1542.86,,COMPLETED,2024-12-22 16:20:33
1163,599,TRANSFER,4942.49,285.0,COMPLETED,2023-05-08 18:22:27
1164,910,PAYMENT,624.61,,COMPLETED,2024-08-13 15:39:01
1165,908,DEPOSIT,442.98,,COMPLETED,2024-10-27 21:27:19
1166,593,DEPOSIT,800.77,,COMPLETED,2024-10-04 16:07:57
1167,48,DEPOSIT,3640.28,,FAILED,2023-09-10 22:34:27
1168,528,TRANSFER,1677.01,335.0,COMPLETED,2024-07-05 01:16:22
1169,942,PAYMENT,1046.54,,FAILED,2023-08-12 19:14:35
1170,767,PAYMENT,1503.6,,COMPLETED,2023-08-13 14:25:22
1171,875,WITHDRAWAL,741.9,,COMPLETED,2024-10-16 02:34:15
1172,789,REFUND,401.72,,COMPLETED,2023-09-27 19:01:46
1173,271,TRANSFER,1938.36,387.0,COMPLETED,2024-09-28 13:44:30
1174,745,DEPOSIT,4355.84,,COMPLETED,2024-02-19 02:03:20
1175,238,DEPOSIT,4960.46,,PENDING,2024-06-13 08:13:59
1176,156,DEPOSIT,2983.52,,COMPLETED,2024-04-08 03:30:40
1177,251,DEPOSIT,436.91,,COMPLETED,2025-06-03 22:16:24
1178,373,DEPOSIT,1027.8,,COMPLETED,2023-08-27 23:40:23
1179,719,DEPOSIT,1462.5,,COMPLETED,2025-03-16 23:32:20
1180,752,DEPOSIT,4319.01,,COMPLETED,2023-10-21 20:06:29
1181,429,WITHDRAWAL,519.94,,COMPLETED,2023-12-02 19:04:08
1182,601,TRANSFER,2195.48,189.0,COMPLETED,2023-05-11 02:49:56
1183,953,WITHDRAWAL,2290.55,,COMPLETED,2024-10-21 19:46:03
1184,107,PAYMENT,1843.85,,COMPLETED,2025-02-01 06:29:38
1185,186,TRANSFER,919.71,454.0,COMPLETED,2024-11-01 03:36:52
1186,538,DEPOSIT,2832.6,,COMPLETED,2024-12-17 14:17:02
1187,399,DEPOSIT,2372.83,,COMPLETED,2024-07-20 03:57:08
1188,232,DEPOSIT,4315.19,,COMPLETED,2024-12-12 14:21:58
1189,447,WITHDRAWAL,2778.56,,PENDING,2025-05-27 15:49:35
1190,887,WITHDRAWAL,1478.86,,COMPLETED,2023-01-13 19:58:28
1191,697,DEPOSIT,4430.75,,FAILED,2024-07-22 15:05:51
1192,155,WITHDRAWAL,1705.51,,COMPLETED,2025-01-18 11:59:31
1193,518,REFUND,386.78,,COMPLETED,2023-08-02 02:16:54
1194,416,WITHDRAWAL,1476.09,,COMPLETED,2023-12-22 12:00:15
1195,825,DEPOSIT,1957.4,,COMPLETED,2023-01-11 11:51:56
1196,301,DEPOSIT,220.81,,COMPLETED,2024-03-06 18:36:54
1197,748,TRANSFER,189.87,791.0,COMPLETED,2025-02-07 11:33:37
1198,317,TRANSFER,4724.11,180.0,COMPLETED,2023-06-18 05:20:19
1199,715,TRANSFER,3329.89,195.0,COMPLETED,2025-02-18 02:17:01
1200,923,DEPOSIT,3572.47,,COMPLETED,2025-05-19 19:38:53
1201,838,TRANSFER,4509.93,616.0,PENDING,2023-12-30 11:14:42
1202,504,DEPOSIT,2163.01,,COMPLETED,2025-06-08 10:59:40
1203,595,REFUND,330.95,,COMPLETED,2024-02-11 01:28:30
1204,370,TRANSFER,3774.69,870.0,COMPLETED,2023-08-24 11:21:03
1205,137,TRANSFER,3894.62,412.0,COMPLETED,2024-01-30 02:48:50
1206,326,TRANSFER,4653.58,475.0,COMPLETED,2024-10-29 11:37:44
1207,7,REFUND,409.11,,COMPLETED,2024-08-10 07:01:21
1208,93,PAYMENT,841.5,,COMPLETED,2024-04-05 23:36:45
1209,347,TRANSFER,894.64,448.0,COMPLETED,2023-10-30 06:22:54
1210,167,DEPOSIT,950.82,,PENDING,2025-06-12 00:43:45
1211,535,TRANSFER,1102.24,246.0,COMPLETED,2023-06-16 22:36:44
1212,223,PAYMENT,391.85,,FAILED,2023-11-02 12:29:53
1213,486,WITHDRAWAL,2740.65,,COMPLETED,2025-02-20 06:52:00
1214,753,DEPOSIT,1500.97,,COMPLETED,2024-11-22 17:15:19
1215,334,DEPOSIT,196.85,,COMPLETED,2024-02-13 20:37:09
1216,577,TRANSFER,549.01,82.0,COMPLETED,2023-03-28 11:12:33
1217,8,TRANSFER,3956.58,53.0,COMPLETED,2025-02-06 04:02:02
